id,villeLowerCase,zipCode
20152,saint jean sur mayenne,53240
20153,parigne sur braye,53100
20154,la rouaudiere,53390
20155,montenay,53500
20156,ernee,53500
20157,saint pierre sur orthe,53160
20158,argentre,53210
20159,saulges,53340
20160,javron les chapelles,53250
20161,la roe,53350
20162,madre,53250
20163,saint ellier du maine,53220
20164,louverne,53950
20165,peuton,53360
20166,argenton notre dame,53290
20167,chailland,53420
20168,saint baudelle,53100
20169,gastines,53540
20170,cosmes,53230
20171,menil,53200
20172,villepail,53250
20173,voutre,53600
20174,deux evailles,53150
20175,livet,53150
20176,saint berthevin,53940
20177,cosse en champagne,53340
20178,gennes sur glaize,53200
20179,quelaines saint gault,53360
20180,aze,53200
20181,la bazouge de chemere,53170
20182,montourtier,53150
20183,desertines,53190
20184,crennes sur fraubee,53700
20185,saint aubin fosse louvain,53120
20186,bree,53150
20187,ambrieres les vallees,53300
20188,saint fraimbault de prieres,53300
20189,champgeneteux,53160
20190,couptrain,53250
20191,le bourgneuf la foret,53410
20192,thorigne en charnie,53270
20193,saint fort,53200
20194,chevaigne du maine,53250
20195,chemaze,53200
20196,mayenne,53100
20197,saint germain de coulamer,53700
20198,la chapelle au riboul,53440
20199,saint pierre des nids,53370
20200,moulay,53100
20201,lignieres orgeres,53140
20202,chatres la foret,53600
20203,carelles,53120
20204,gorron,53120
20205,vimarce,53160
20206,lesbois,53120
20207,mezangers,53600
20208,le housseau bretignolles,53110
20209,laubrieres,53540
20210,villiers charlemagne,53170
20211,bouchamps les craon,53800
20212,saint denis d anjou,53290
20213,saint germain d anxure,53240
20214,olivet,53410
20215,gesnes,53150
20216,hambers,53160
20217,vieuvy,53120
20218,grazay,53440
20219,saint sulpice,53360
20220,saint leger,53480
20221,neuilly le vendin,53250
20222,saint pierre sur erve,53270
20223,l huisserie,53970
20224,montreuil poulay,53640
20225,lassay les chateaux,53110
20226,saint saturnin du limet,53800
20227,montjean,53320
20228,saint cyr le gravelais,53320
20229,la chapelle anthenaise,53950
20230,saint georges le flechard,53480
20231,brains sur les marches,53350
20232,saint denis du maine,53170
20233,le buret,53170
20234,chemere le roi,53340
20235,contest,53100
20236,livre la touche,53400
20237,loigne sur mayenne,53200
20238,saint mars sur colmont,53300
20239,rennes en grenouilles,53110
20240,grez en bouere,53290
20241,saint martin du limet,53800
20242,la croixille,53380
20243,saint samson,53140
20244,bierne,53290
20245,arquenay,53170
20246,pommerieux,53400
20247,chatelain,53200
20248,hardanges,53640
20249,courcite,53700
20250,asse le berenger,53600
20251,herce,53120
20252,montflours,53240
20253,le pas,53300
20254,le horps,53640
20255,vaiges,53480
20256,louvigne,53210
20257,saint loup du gast,53300
20258,simple,53360
20259,chatillon sur colmont,53100
20260,blandouet,53270
20261,epineux le seguin,53340
20262,pontmain,53220
20263,fromentieres,53200
20264,evron,53600
20265,bonchamp les laval,53960
20266,andouille,53240
20267,neau,53150
20268,montaudin,53220
20269,saint georges buttavent,53100
20270,bourgon,53410
20271,jublains,53160
20272,chalons du maine,53470
20273,beaulieu sur oudon,53320
20274,niafles,53400
20275,vautorte,53500
20276,champeon,53640
20277,congrier,53800
20278,montsurs,53150
20279,saint aignan sur roe,53390
20280,laval,53000
20281,la baconniere,53240
20282,maisoncelles du maine,53170
20283,saint calais du desert,53140
20284,la cropte,53170
20285,commer,53470
20286,la chapelle rainsouin,53150
20287,la pellerine,53220
20288,houssay,53360
20289,nuille sur vicoin,53970
20290,entrammes,53260
20291,saint mars du desert,53700
20292,bertrambois,54480
20293,roville devant bayon,54290
20294,millery,54670
20295,norroy le sec,54150
20296,gerbeviller,54830
20297,fillieres,54560
20298,haigneville,54290
20299,rehainviller,54300
20300,joeuf,54240
20301,piennes,54490
20302,beuvezin,54115
20303,merviller,54120
20304,manoncourt en vermois,54210
20305,ville au val,54380
20306,blamont,54450
20307,bruville,54800
20308,royaumeix,54200
20309,uruffe,54112
20310,deneuvre,54120
20311,haucourt moulaine,54860
20312,saint jean les longuyon,54260
20313,clerey sur brenon,54330
20314,tomblaine,54510
20315,gondrecourt aix,54800
20316,dommartemont,54130
20317,hageville,54470
20318,xirocourt,54740
20319,gemonville,54115
20320,froville,54290
20321,vannes le chatel,54112
20322,moncel sur seille,54280
20323,loromontzey,54290
20324,francheville,54200
20325,domevre en haye,54385
20326,crezilles,54113
20327,lebeuville,54740
20328,thiebaumenil,54300
20329,seicheprey,54470
20330,parey saint cesaire,54330
20331,domevre sur vezouze,54450
20332,petitmont,54480
20333,lay saint christophe,54690
20334,vandeleville,54115
20335,moineville,54580
20336,favieres,54115
20337,marthemont,54330
20338,forcelles sous gugney,54930
20339,pulligny,54160
20340,germiny,54170
20341,saint sauveur,54480
20342,herimenil,54300
20343,hamonville,54470
20344,vaucourt,54370
20345,abbeville les conflans,54800
20346,tonnoy,54210
20347,juvrecourt,54370
20348,velaine en haye,54840
20349,thezey saint martin,54610
20350,haudonville,54830
20351,bezaumont,54380
20352,nonhigny,54450
20353,herserange,54440
20354,franconville,54830
20355,landremont,54380
20356,flin,54122
20357,vaudeville,54740
20358,bazailles,54620
20359,vieville en haye,54470
20360,chambley bussieres,54890
20361,sanzey,54200
20362,thiaville sur meurthe,54120
20363,bernecourt,54470
20364,landres,54970
20365,erbeviller sur amezule,54280
20366,montreux,54450
20367,pannes,54470
20368,ecrouves,54200
20369,montauville,54700
20370,phlin,54610
20371,tramont lassus,54115
20372,barisey au plain,54170
20373,xousse,54370
20374,hussigny godbrange,54590
20375,choloy menillot,54200
20376,trondes,54570
20377,val et chatillon,54480
20378,dommarie eulmont,54115
20379,malzeville,54220
20380,epiez sur chiers,54260
20381,boucq,54200
20382,messein,54850
20383,avricourt,54450
20384,mont saint martin,54350
20385,grosrouvres,54470
20386,longlaville,54810
20387,pulnoy,54420
20388,anthelupt,54110
20389,pulney,54115
20390,ancerviller,54450
20391,diarville,54930
20392,gondreville,54840
20393,houdemont,54180
20394,azelot,54210
20395,gezoncourt,54380
20396,deuxville,54370
20397,allain,54170
20398,anderny,54560
20399,burthecourt aux chenes,54210
20400,barisey la cote,54170
20401,serres,54370
20402,minorville,54385
20403,omelmont,54330
20404,batilly,54980
20405,mehoncourt,54360
20406,tanconville,54480
20407,neufmaisons,54540
20408,bicqueley,54200
20409,lemenil mitry,54740
20410,laneuveville devant nancy,54410
20411,preutin higny,54490
20412,sancy,54560
20413,dampvitoux,54470
20414,saint nicolas de port,54210
20415,varangeville,54110
20416,jarville la malgrange,54140
20417,vennezey,54830
20418,faulx,54760
20419,etreval,54330
20420,boncourt,54800
20421,gelaucourt,54115
20422,vroncourt,54330
20423,doncourt les longuyon,54620
20424,pierreville,54160
20425,labry,54800
20426,blenod les pont a mousson,54700
20427,baslieux,54620
20428,magnieres,54129
20429,damelevieres,54360
20430,jouaville,54800
20431,fremonville,54450
20432,laronxe,54950
20433,saint martin,54450
20434,dieulouard,54380
20435,dommartin la chaussee,54470
20436,vaudemont,54330
20437,bouxieres aux dames,54136
20438,rouves,54610
20439,jolivet,54300
20440,saffais,54210
20441,jarny,54800
20442,reherrey,54120
20443,reclonville,54450
20444,mandres aux quatre tours,54470
20445,marbache,54820
20446,moyen,54118
20447,villers sous preny,54700
20448,lesmenils,54700
20449,morfontaine,54920
20450,maizieres,54550
20451,domptail en l air,54290
20452,gondrexon,54450
20453,borville,54290
20454,malavillers,54560
20455,hannonville suzemont,54800
20456,houdelmont,54330
20457,foug,54570
20458,drouville,54370
20459,dommartin sous amance,54770
20460,arnaville,54530
20461,euvezin,54470
20462,selaincourt,54170
20463,buissoncourt,54110
20464,veney,54540
20465,sexey aux forges,54550
20466,maidieres,54700
20467,athienville,54370
20468,martincourt,54380
20469,valhey,54370
20470,saulxures les vannes,54170
20471,saulxures les nancy,54420
20472,saint boingt,54290
20473,rosieres aux salines,54110
20474,villerupt,54190
20475,lay saint remy,54570
20476,laitre sous amance,54770
20477,errouville,54680
20478,barbonville,54360
20479,autrepierre,54450
20480,halloville,54450
20481,saint maurice aux forges,54540
20482,eulmont,54690
20483,laloeuf,54115
20484,sommerviller,54110
20485,nomeny,54610
20486,arraye et han,54760
20487,rozelieures,54290
20488,rembercourt sur mad,54470
20489,goviller,54330
20490,vallois,54830
20491,waville,54890
20492,crevic,54110
20493,bainville sur madon,54550
20494,bathelemont,54370
20495,sorneville,54280
20496,frouard,54390
20497,landecourt,54360
20498,villey saint etienne,54200
20499,thiaucourt regnieville,54470
20500,bauzemont,54370
20501,xammes,54470
20502,gogney,54450
20503,beaumont,54470
20504,praye,54116
20505,vilcey sur trey,54700
20506,vittonville,54700
20507,flainval,54110
20508,raucourt,54610
20509,bouxieres sous froidmont,54700
20510,charey,54470
20511,preny,54530
20512,remereville,54110
20513,badonviller,54540
20514,limey remenauville,54470
20515,benamenil,54450
20516,cons la grandville,54870
20517,crantenoy,54740
20518,leintrey,54450
20519,sivry,54610
20520,mont bonvillers,54111
20521,cerville,54420
20522,cutry,54720
20523,fontenoy la joute,54122
20524,bettainvillers,54640
20525,manoncourt en woevre,54385
20526,barbas,54450
20527,rogeville,54380
20528,battigny,54115
20529,giriviller,54830
20530,richardmenil,54630
20531,letricourt,54610
20532,saint baussant,54470
20533,mercy le bas,54960
20534,agincourt,54770
20535,allamps,54112
20536,xivry circourt,54490
20537,jeandelaincourt,54114
20538,bouillonville,54470
20539,longwy,54400
20540,joudreville,54490
20541,seranville,54830
20542,armaucourt,54760
20543,mance,54150
20544,brouville,54120
20545,neuviller sur moselle,54290
20546,saint max,54130
20547,einvaux,54360
20548,olley,54800
20549,champenoux,54280
20550,bechamps,54800
20551,xeuilley,54990
20552,xures,54370
20553,boismont,54620
20554,nancy,54100
20555,belleau,54610
20556,lucey,54200
20557,leyr,54760
20558,clemery,54610
20559,port sur seille,54700
20560,parux,54480
20561,tramont saint andre,54115
20562,ochey,54170
20563,aingeray,54460
20564,montigny,54540
20565,gripport,54290
20566,pexonne,54540
20567,rechicourt la petite,54370
20568,petit failly,54260
20569,fleville devant nancy,54710
20570,mattexey,54830
20571,villers la chevre,54870
20572,vitrey,54330
20573,hudiviller,54110
20574,fresnois la montagne,54260
20575,vigneulles,54360
20576,moutiers,54660
20577,charmes la cote,54113
20578,noviant aux pres,54385
20579,moriviller,54830
20580,lupcourt,54210
20581,arracourt,54370
20582,crepey,54170
20583,crion,54300
20584,chaudeney sur moselle,54200
20585,pierrepont,54620
20586,jaulny,54470
20587,bertrichamps,54120
20588,anoux,54150
20589,hablainville,54120
20590,friauville,54800
20591,gorcy,54730
20592,hoeville,54370
20593,blainville sur l eau,54360
20594,sainte genevieve,54700
20595,mont l etroit,54170
20596,belleville,54940
20597,angomont,54540
20598,bouxieres aux chenes,54770
20599,mont le vignoble,54113
20600,custines,54670
20601,tellancourt,54260
20602,tremblecourt,54385
20603,chenieres,54720
20604,thorey lyautey,54115
20605,saint supplet,54620
20606,migneville,54540
20607,chaligny,54230
20608,essey la cote,54830
20609,ferrieres,54210
20610,chaouilley,54330
20611,raville sur sanon,54370
20612,hatrize,54800
20613,fey en haye,54470
20614,laneuveville aux bois,54370
20615,remoncourt,54370
20616,othe,54260
20617,saint ail,54580
20618,lorey,54290
20619,giraumont,54780
20620,baccarat,54120
20621,bonviller,54300
20622,bey sur seille,54760
20623,saint germain,54290
20624,morville sur seille,54700
20625,grand failly,54260
20626,pierre la treiche,54200
20627,lemainville,54740
20628,saulnes,54650
20629,saint mard,54290
20630,tiercelet,54190
20631,flirey,54470
20632,beuveille,54620
20633,saulxerotte,54115
20634,mexy,54135
20635,bagneux,54170
20636,lanfroicourt,54760
20637,saint clement,54950
20638,onville,54890
20639,laix,54720
20640,thil,54880
20641,bionville,54540
20642,menil la tour,54200
20643,villers les moivrons,54760
20644,mairy mainville,54150
20645,fontenoy sur moselle,54840
20646,bures,54370
20647,murville,54490
20648,doncourt les conflans,54800
20649,bremenil,54540
20650,glonville,54122
20651,einville au jard,54370
20652,rosieres en haye,54385
20653,mancieulles,54790
20654,cirey sur vezouze,54480
20655,conflans en jarnisy,54800
20656,ogeviller,54450
20657,sainte pole,54540
20658,frolois,54160
20659,thuilley aux groseilles,54170
20660,bulligny,54113
20661,vaxainville,54120
20662,velle sur moselle,54290
20663,jevoncourt,54740
20664,pettonville,54120
20665,marainviller,54300
20666,loisy,54700
20667,fraisnes en saintois,54930
20668,remenoville,54830
20669,pompey,54340
20670,amance,54770
20671,manonviller,54300
20672,atton,54700
20673,domgermain,54119
20674,fenneviller,54540
20675,embermenil,54370
20676,saint firmin,54930
20677,xonville,54800
20678,dommartin les toul,54200
20679,mazerulles,54280
20680,mont sur meurthe,54360
20681,norroy les pont a mousson,54700
20682,voinemont,54134
20683,jezainville,54700
20684,sionviller,54300
20685,lexy,54720
20686,villey le sec,54840
20687,lachapelle,54120
20688,joppecourt,54620
20689,romain,54360
20690,harbouey,54450
20691,saint pancre,54730
20692,croismare,54300
20693,ugny,54870
20694,moncel les luneville,54300
20695,allondrelle la malmaison,54260
20696,vitrimont,54300
20697,allamont,54800
20698,villecey sur mad,54890
20699,ludres,54710
20700,saint julien les gorze,54470
20701,maron,54230
20702,champey sur moselle,54700
20703,repaix,54450
20704,montigny sur chiers,54870
20705,chazelles sur albe,54450
20706,ansauville,54470
20707,flavigny sur moselle,54630
20708,fleville lixieres,54150
20709,pont saint vincent,54550
20710,jaillon,54200
20711,moivrons,54760
20712,benney,54740
20713,ville houdlemont,54730
20714,saint marcel,54800
20715,igney,54450
20716,serrouville,54560
20717,mailly sur seille,54610
20718,herbeviller,54450
20719,rehon,54430
20720,laneuveville devant bayon,54740
20721,longuyon,54260
20722,thelod,54330
20723,lubey,54150
20724,puxe,54800
20725,lironville,54470
20726,bralleville,54740
20727,charency vezin,54260
20728,pont a mousson,54700
20729,avrainville,54385
20730,mangonville,54290
20731,colmey,54260
20732,verdenal,54450
20733,bremoncourt,54290
20734,blemerey,54450
20735,tantonville,54116
20736,viterne,54123
20737,les baroches,54150
20738,vezelise,54330
20739,champigneulles,54250
20740,chenicourt,54610
20741,brehain la ville,54190
20742,ormes et ville,54740
20743,griscourt,54380
20744,saint remy aux bois,54290
20745,beuvillers,54560
20746,they sous vaudemont,54930
20747,parroy,54370
20748,gugney,54930
20749,trieux,54750
20750,aboncourt,54115
20751,fremenil,54450
20752,virecourt,54290
20753,chanteheux,54300
20754,manonville,54385
20755,briey,54150
20756,bratte,54610
20757,moutrot,54113
20758,bouzanville,54930
20759,lantefontaine,54150
20760,bruley,54200
20761,brin sur seille,54280
20762,saint remimont,54740
20763,autrey,54160
20764,avril,54150
20765,gelacourt,54120
20766,bayonville sur mad,54890
20767,mamey,54470
20768,xermamenil,54300
20769,affleville,54800
20770,coincourt,54370
20771,houdreville,54330
20772,blenod les toul,54113
20773,velaine sous amance,54280
20774,neuviller les badonviller,54540
20775,germonville,54740
20776,ceintrey,54134
20777,veho,54450
20778,crevechamps,54290
20779,heillecourt,54180
20780,housseville,54930
20781,lenoncourt,54110
20782,puxieux,54800
20783,luneville,54300
20784,sponville,54800
20785,haroue,54740
20786,essey et maizerais,54470
20787,clayeures,54290
20788,gerbecourt et haplemont,54740
20789,villacourt,54290
20790,essey les nancy,54270
20791,seichamps,54280
20792,lagney,54200
20793,maxeville,54320
20794,ville sur yron,54800
20795,vandoeuvre les nancy,54500
20796,ogneville,54330
20797,crusnes,54680
20798,tramont emy,54115
20799,auboue,54580
20800,reillon,54450
20801,jeandelize,54800
20802,neuves maisons,54230
20803,grimonviller,54115
20804,raon les leau,54540
20805,laneuvelotte,54280
20806,charmois,54360
20807,dombasle sur meurthe,54110
20808,affracourt,54740
20809,bienville la petite,54300
20810,dolcourt,54170
20811,autreville sur moselle,54380
20812,villette,54260
20813,vandelainville,54890
20814,hammeville,54330
20815,mereville,54850
20816,brainville,54800
20817,toul,54200
20818,mouacourt,54370
20819,vathimenil,54122
20820,chavigny,54230
20821,courbesseaux,54110
20822,villers les nancy,54600
20823,mousson,54700
20824,thumereville,54800
20825,montenoy,54760
20826,eply,54610
20827,gibeaumeix,54112
20828,tronville,54800
20829,andilly,54200
20830,villers en haye,54380
20831,mars la tour,54800
20832,bouvron,54200
20833,saxon sion,54330
20834,vaudigny,54740
20835,quevilloncourt,54330
20836,bainville aux miroirs,54290
20837,chenevieres,54122
20838,sexey les bois,54840
20839,domprix,54490
20840,laneuveville derriere foug,54570
20841,azerailles,54122
20842,abaucourt,54610
20843,amenoncourt,54450
20844,ville au montois,54620
20845,ozerailles,54150
20846,villers le rond,54260
20847,liverdun,54460
20848,maixe,54370
20849,avillers,54490
20850,haraucourt,54110
20851,tucquegnieux,54640
20852,mouaville,54800
20853,pagny sur moselle,54530
20854,vandieres,54121
20855,saizerais,54380
20856,domjevin,54450
20857,bayon,54290
20858,homecourt,54310
20859,cosnes et romain,54400
20860,villers la montagne,54920
20861,viviers sur chiers,54260
20862,forcelles saint gorgon,54330
20863,ville en vermois,54210
20864,gye,54113
20865,lamath,54300
20866,colombey les belles,54170
20867,fecocourt,54115
20868,courcelles,54930
20869,valleroy,54910
20870,vacqueville,54540
20871,pagney derriere barine,54200
20872,malleloy,54670
20873,pierre percee,54540
20874,gellenoncourt,54110
20875,coyviller,54210
20876,audun le roman,54560
20877,laxou,54520
20878,henamenil,54370
20879,haussonville,54290
20880,bezange la grande,54370
20881,han devant pierrepont,54620
20882,art sur meurthe,54510
20883,fraimbois,54300
20884,mercy le haut,54560
20885,buriville,54450
20886,rigny saint martin,55140
20887,montfaucon d argonne,55270
20888,vassincourt,55800
20889,saulmory et villefranche,55110
20890,saint julien sous les cotes,55200
20891,apremont la foret,55300
20892,eton,55240
20893,sorcy saint martin,55190
20894,gussainville,55400
20895,han les juvigny,55600
20896,dun sur meuse,55110
20897,vigneul sous montmedy,55600
20898,regneville sur meuse,55110
20899,baudonvilliers,55170
20900,raival,55260
20901,harville,55160
20902,loupmont,55300
20903,taillancourt,55140
20904,levoncourt,55260
20905,couvertpuis,55290
20906,grimaucourt pres sampigny,55500
20907,mandres en barrois,55290
20908,pillon,55230
20909,juvigny sur loison,55600
20910,gremilly,55150
20911,chauvoncourt,55300
20912,le bouchon sur saulx,55500
20913,nancois le grand,55500
20914,rouvrois sur meuse,55300
20915,behonne,55000
20916,buxieres sous les cotes,55300
20917,bantheville,55110
20918,koeur la grande,55300
20919,brieulles sur meuse,55110
20920,houdelaincourt,55130
20921,ville devant chaumont,55150
20922,amanty,55130
20923,saulx les champlon,55160
20924,ecouviez,55600
20925,robert espagne,55000
20926,boncourt sur meuse,55200
20927,laneuville au rupt,55190
20928,beausite,55250
20929,ire le sec,55600
20930,erize la petite,55260
20931,le neufour,55120
20932,rambucourt,55300
20933,velaines,55500
20934,bouconville sur madt,55300
20935,dieue sur meuse,55320
20936,rumont,55000
20937,lissey,55150
20938,clery le petit,55110
20939,samogneux,55100
20940,haironville,55000
20941,hevilliers,55290
20942,chattancourt,55100
20943,champougny,55140
20944,velosnes,55600
20945,gondrecourt le chateau,55130
20946,badonvilliers gerauvilliers,55130
20947,chassey beaupre,55130
20948,julvecourt,55120
20949,baudignecourt,55130
20950,laimont,55800
20951,nixeville blercourt,55120
20952,gery,55000
20953,moulainville,55400
20954,champneuville,55100
20955,moulotte,55160
20956,lavallee,55260
20957,hermeville en woevre,55400
20958,osches,55220
20959,heudicourt sous les cotes,55210
20960,buzy darmont,55400
20961,ambly sur meuse,55300
20962,le claon,55120
20963,bonzee,55160
20964,stainville,55500
20965,tremont sur saulx,55000
20966,verneuil petit,55600
20967,remoiville,55600
20968,naives en blois,55190
20969,cumieres le mort homme,55100
20970,sommelonne,55170
20971,consenvoye,55110
20972,foucheres aux bois,55500
20973,rupt sur othain,55150
20974,ancerville,55170
20975,arrancy sur crusne,55230
20976,chardogne,55000
20977,ippecourt,55220
20978,troyon,55300
20979,sampigny,55300
20980,latour en woevre,55160
20981,reville aux bois,55150
20982,baudremont,55260
20983,rouvrois sur othain,55230
20984,louppy le chateau,55800
20985,clery le grand,55110
20986,boureuilles,55270
20987,merles sur loison,55150
20988,thillombois,55260
20989,resson,55000
20990,brizeaux,55250
20991,bazeilles sur othain,55600
20992,saulvaux,55500
20993,loison,55230
20994,nantois,55500
20995,seuzey,55300
20996,les monthairons,55320
20997,pretz en argonne,55250
20998,lachalade,55120
20999,neuville les vaucouleurs,55140
21000,villecloye,55600
21001,vadelaincourt,55220
21002,doulcon,55110
21003,menil la horgne,55190
21004,ville en woevre,55160
21005,fains veel,55000
21006,senon,55230
21007,maucourt sur orne,55400
21008,louppy sur loison,55600
21009,amel sur l etang,55230
21010,braquis,55400
21011,verdun,55100
21012,lanheres,55400
21013,vouthon haut,55130
21014,landrecourt lempire,55100
21015,lahayville,55300
21016,pareid,55160
21017,commercy,55200
21018,belrain,55260
21019,bethincourt,55270
21020,burey en vaux,55140
21021,septsarges,55270
21022,ribeaucourt,55290
21023,maizey,55300
21024,bovee sur barboure,55190
21025,fresnes au mont,55260
21026,boinville en woevre,55400
21027,lisle en barrois,55250
21028,tilly sur meuse,55220
21029,cousances les triconville,55500
21030,menil aux bois,55260
21031,rembercourt sommaisne,55250
21032,mont devant sassey,55110
21033,muzeray,55230
21034,stenay,55700
21035,lachaussee,55210
21036,ville devant belrain,55260
21037,bure,55290
21038,montigny les vaucouleurs,55140
21039,fleury devant douaumont,55100
21040,mecrin,55300
21041,horville en ornois,55130
21042,manheulles,55160
21043,vaucouleurs,55140
21044,meligny le petit,55190
21045,vaubecourt,55250
21046,azannes et soumazannes,55150
21047,froidos,55120
21048,grimaucourt en woevre,55400
21049,doncourt aux templiers,55160
21050,romagne sous montfaucon,55110
21051,villotte sur aire,55260
21052,haumont pres samogneux,55100
21053,han sur meuse,55300
21054,baulny,55270
21055,bras sur meuse,55100
21056,futeau,55120
21057,montplonne,55000
21058,rarecourt,55120
21059,genicourt sur meuse,55320
21060,woel,55210
21061,thillot,55210
21062,romagne sous les cotes,55150
21063,beney en woevre,55210
21064,autrecourt sur aire,55120
21065,villers sur meuse,55220
21066,eix,55400
21067,ville sur saulx,55000
21068,richecourt,55300
21069,mauvages,55190
21070,pierrefitte sur aire,55260
21071,brauvilliers,55170
21072,rupt devant saint mihiel,55260
21073,villers aux vents,55800
21074,belleville sur meuse,55430
21075,moirey flabas crepion,55150
21076,naives rosieres,55000
21077,fontaines saint clair,55110
21078,martincourt sur meuse,55700
21079,blanzee,55400
21080,broussey en blois,55190
21081,pintheville,55160
21082,wiseppe,55700
21083,marre,55100
21084,contrisson,55800
21085,dommary baroncourt,55240
21086,montigny devant sassey,55110
21087,saint jean les buzy,55400
21088,villers les mangiennes,55150
21089,liny devant dun,55110
21090,euville,55200
21091,etraye,55150
21092,sassey sur meuse,55110
21093,saudrupt,55000
21094,esnes en argonne,55100
21095,epinonville,55270
21096,abainville,55130
21097,bezonvaux,55100
21098,lion devant dun,55110
21099,warcq,55400
21100,tresauvaux,55160
21101,maxey sur vaise,55140
21102,saint aubin sur aire,55500
21103,maizeray,55160
21104,geville,55200
21105,biencourt sur orge,55290
21106,rupt aux nonains,55170
21107,epiez sur meuse,55140
21108,remennecourt,55800
21109,ranzieres,55300
21110,saint germain sur meuse,55140
21111,montzeville,55100
21112,void vacon,55190
21113,thonnelle,55600
21114,mangiennes,55150
21115,saint joire,55130
21116,guerpont,55000
21117,jonville en woevre,55160
21118,hennemont,55160
21119,evres,55250
21120,juvigny en perthois,55170
21121,cesse,55700
21122,lamorville,55300
21123,rouvres en woevre,55400
21124,rambluzin et benoite vaux,55220
21125,nubecourt,55250
21126,avillers sainte croix,55210
21127,belrupt en verdunois,55100
21128,breux,55600
21129,haudainville,55100
21130,riaville,55160
21131,montbras,55140
21132,lacroix sur meuse,55300
21133,laheycourt,55800
21134,bethelainville,55100
21135,ancemont,55320
21136,neuvilly en argonne,55120
21137,vaux devant damloup,55400
21138,pagny sur meuse,55190
21139,bonnet,55130
21140,mouzay,55700
21141,vouthon bas,55130
21142,chaillon,55210
21143,sommedieue,55320
21144,erize la brulee,55260
21145,erize saint dizier,55000
21146,brabant le roi,55800
21147,thonne le thil,55600
21148,montblainville,55270
21149,goussaincourt,55140
21150,rancourt sur ornain,55800
21151,parfondrupt,55400
21152,saint pierrevillers,55230
21153,troussey,55190
21154,watronville,55160
21155,baalon,55700
21156,louvemont cote du poivre,55100
21157,halles sous les cotes,55700
21158,tannois,55000
21159,givrauval,55500
21160,menil sur saulx,55500
21161,foameix ornel,55400
21162,morley,55290
21163,gesnes en argonne,55110
21164,courcelles en barrois,55260
21165,varneville,55300
21166,beauclair,55700
21167,breheville,55150
21168,beaufort en argonne,55700
21169,lamouilly,55700
21170,foucaucourt sur thabas,55250
21171,inor,55700
21172,nepvant,55700
21173,boviolles,55500
21174,chauvency saint hubert,55600
21175,cuisy,55270
21176,bouligny,55240
21177,treveray,55130
21178,bazincourt sur saulx,55170
21179,nant le grand,55500
21180,ugny sur meuse,55140
21181,cierges sous montfaucon,55270
21182,villeroy sur meholle,55190
21183,lemmes,55220
21184,neuville en verdunois,55260
21185,beaulieu en argonne,55250
21186,sivry la perche,55100
21187,delouze rosieres,55130
21188,pagny la blanche cote,55140
21189,bar le duc,55000
21190,fromereville les vallons,55100
21191,chaumont devant damvillers,55150
21192,chatillon sous les cotes,55400
21193,damloup,55400
21194,thonne les pres,55600
21195,nettancourt,55800
21196,sauvoy,55190
21197,abaucourt hautecourt,55400
21198,verneuil grand,55600
21199,montsec,55300
21200,mogeville,55400
21201,sommeilles,55800
21202,brabant sur meuse,55100
21203,brocourt en argonne,55120
21204,ville sur cousances,55120
21205,delut,55150
21206,courouvre,55260
21207,belleray,55100
21208,duzey,55230
21209,aubreville,55120
21210,clermont en argonne,55120
21211,sepvigny,55140
21212,laneuville sur meuse,55700
21213,dugny sur meuse,55100
21214,bislee,55300
21215,olizy sur chiers,55700
21216,quincy landzecourt,55600
21217,herbeuville,55210
21218,charpentry,55270
21219,fromezey,55400
21220,vittarville,55150
21221,girauvoisin,55200
21222,peuvillers,55150
21223,murvaux,55110
21224,malancourt,55270
21225,damvillers,55150
21226,charny sur meuse,55100
21227,combles en barrois,55000
21228,andernay,55800
21229,courcelles sur aire,55260
21230,sivry sur meuse,55110
21231,dannevoux,55110
21232,lisle en rigault,55000
21233,saint hilaire en woevre,55160
21234,erneville aux bois,55500
21235,lerouville,55200
21236,moulins saint hubert,55700
21237,dombras,55150
21238,jametz,55600
21239,vavincourt,55000
21240,cunel,55110
21241,xivray et marvoisin,55300
21242,tronville en barrois,55310
21243,mouilly,55320
21244,morgemoulin,55400
21245,vignot,55200
21246,woimbey,55300
21247,ligny en barrois,55500
21248,bannoncourt,55300
21249,fremereville sous les cotes,55200
21250,etain,55400
21251,brandeville,55150
21252,sorbey,55230
21253,montiers sur saulx,55290
21254,montmedy,55600
21255,savonnieres devant bar,55000
21256,billy sous mangiennes,55230
21257,willeroncourt,55500
21258,cousances les forges,55170
21259,lavincourt,55170
21260,sauvigny,55140
21261,souilly,55220
21262,nant le petit,55500
21263,loisey culey,55000
21264,dieppe sous douaumont,55400
21265,savonnieres en perthois,55170
21266,villers le sec,55500
21267,villers sous pareid,55160
21268,moranville,55400
21269,milly sur bradon,55110
21270,saint amand sur ornain,55500
21271,naix aux forges,55500
21272,seigneulles,55000
21273,pont sur meuse,55200
21274,ornes,55150
21275,valbois,55300
21276,gercourt et drillancourt,55110
21277,les eparges,55160
21278,nantillois,55270
21279,demange aux eaux,55130
21280,saint laurent sur othain,55150
21281,villotte devant louppy,55250
21282,vacherauville,55100
21283,labeuville,55160
21284,vaudeville le haut,55130
21285,thierville sur meuse,55840
21286,hannonville sous les cotes,55210
21287,aulnois en perthois,55170
21288,vadonville,55200
21289,brillon en barrois,55000
